,tgroup,key,value,description,embedding
8059,social facilities,social_facility:for,senior,Social facility for seniors and elderly people,"tensor([ 0.0094,  0.0020, -0.0313,  ...,  0.0136, -0.0565,  0.0451])"
8060,,social_facility,ambulatory_care,A non-residential facility for ambulatory social services.,"tensor([ 0.0230,  0.0229, -0.0124,  ...,  0.0276, -0.0294,  0.0313])"
8061,,social_facility,assisted_living,"A residential facility like group_home, but the occupants are more independent. Usually conceived for people with minor disabilities.","tensor([ 0.0077, -0.0115, -0.0053,  ...,  0.0147, -0.0616, -0.0004])"
8064,,social_facility,day_care,A non-residential facility that provides nursing services on a daily basis to people,"tensor([ 0.0331, -0.0005, -0.0269,  ...,  0.0093, -0.0302,  0.0405])"
8065,,social_facility,equine_assisted_centre,"A facility run by a community outreach organization (non-profit, private, educational, or faith-based) that offers equine-assisted services.","tensor([ 0.0247, -0.0101, -0.0366,  ...,  0.0290, -0.0401,  0.0210])"
8066,,social_facility,food_bank,"A food bank is a non-residential facility that distributes pre-packaged food, usually to the poor, free of charge or below market price.","tensor([ 0.0389,  0.0308, -0.0184,  ...,  0.0229, -0.0322,  0.0399])"
8067,social facilities,social_facility,group_home,"A group home is a residence for a certain demographic, providing social and medical services, leisure activities, meals, and supervision.","tensor([ 0.0072,  0.0050, -0.0008,  ...,  0.0184, -0.0537,  0.0377])"
8068,,social_facility,hospice,A Hospice provides permanent care to terminal ill people and support to their relatives,"tensor([ 0.0235,  0.0136, -0.0373,  ..., -0.0022, -0.0490,  0.0244])"
8069,,social_facility,nursing_home,"A nursing home provides permanent care to elderly, ill, or disabled people.","tensor([ 0.0122, -0.0117, -0.0451,  ...,  0.0044, -0.0403,  0.0277])"
8070,,social_facility,outreach,"A non-residential facility that provides social welfare services such as advocacy, counseling, job placement, veterans services, housing placement, wellness programs, leisure activities","tensor([ 0.0278,  0.0184, -0.0232,  ...,  0.0369, -0.0226,  0.0253])"
8071,,social_facility,shelter,A facility that provides temporary sleeping facilities or refuge from exposure to the environment,"tensor([ 0.0184,  0.0225, -0.0319,  ...,  0.0202, -0.0457,  0.0305])"
8072,social facilities,social_facility,soup_kitchen,"A soup kitchen is a non-residential facility that provides prepared meals, usually to the poor, free of charge or below market price.","tensor([ 0.0383,  0.0355, -0.0184,  ...,  0.0218, -0.0488,  0.0543])"
8073,,social_facility,workshop,A non-residential work facility that primarily employs people with disabilities.,"tensor([ 0.0281,  0.0006, -0.0116,  ...,  0.0329, -0.0393,  0.0444])"
8130,sports,sport,10pin,A bowling game popular in North America with 10 pins.,"tensor([ 0.0091,  0.0104,  0.0075,  ..., -0.0137, -0.0294,  0.0463])"
8132,,sport,9pin,A bowling game played in Europe with only 9 pins.,"tensor([ 0.0145,  0.0004, -0.0051,  ..., -0.0192, -0.0220,  0.0519])"
8134,sports,sport,aikido,A Japanese martial art by blending with the motion of the attacker and redirecting the force of the attack rather than opposing it head-on.,"tensor([-0.0092,  0.0006, -0.0007,  ...,  0.0053, -0.0509,  0.0561])"
8135,sports,sport,american_football,A sport played by two teams of eleven players on a rectangular field with goalposts at each end.,"tensor([ 0.0083, -0.0168,  0.0521,  ...,  0.0089, -0.0357,  0.0443])"
8136,sports,sport,american_handball,Tag used to mark features as used for american handball,"tensor([ 0.0228, -0.0483,  0.0222,  ..., -0.0039, -0.0577,  0.0449])"
8137,sports,sport,archery,"The art, practice, or skill of propelling arrows with the use of a bow.","tensor([ 0.0005, -0.0006,  0.0332,  ..., -0.0087, -0.0315,  0.0429])"
8138,sports,sport,athletics,"A collection of sports which combines various athletic contests based on the skills of running, jumping, and throwing.","tensor([ 0.0203, -0.0063,  0.0239,  ...,  0.0316, -0.0453,  0.0524])"
8139,sports,sport,australian_football,"A sport played between two teams of eighteen players on an oval field, also called football, footy, Aussie rules, or AFL.","tensor([ 0.0286,  0.0005,  0.0431,  ...,  0.0370, -0.0435,  0.0444])"
8140,sports,sport,badminton,"A racquet sport played by singles or in teams of two, who take positions on opposite halves of a rectangular court (pitch) divided by a net.","tensor([ 0.0255,  0.0160,  0.0218,  ...,  0.0110, -0.0490,  0.0503])"
8143,sports,sport,barre,Fitness improvement using a ballet barre.,"tensor([ 0.0227,  0.0250, -0.0076,  ...,  0.0258, -0.0463,  0.0252])"
8145,sports,sport,baseball,A bat-and-ball game played between two teams of nine players on a field (pitch or stadium) each who take turns batting and fielding.,"tensor([ 0.0199, -0.0018,  0.0199,  ...,  0.0268, -0.0573,  0.0681])"
8146,sports,sport,basketball,A sport played by two teams of five players on a rectangular court.,"tensor([ 0.0085, -0.0123,  0.0234,  ...,  0.0072, -0.0551,  0.0802])"
8147,,sport,batting_cage,A batting cage is an area where you practice batting or catching.,"tensor([ 0.0322,  0.0153, -0.0231,  ...,  0.0127, -0.0246,  0.0277])"
8148,sports,sport,beachvolleyball,Volleyball played on a sand court,"tensor([ 0.0238, -0.0155,  0.0111,  ...,  0.0216, -0.0540,  0.0683])"
8150,sports,sport,billiards,"Cue sports, a wide variety of games of skill generally played with a cue stick which is used to strike billiard balls, moving them around a cloth-covered billiards table bounded by rubber cushions.","tensor([ 0.0238, -0.0237,  0.0042,  ...,  0.0048, -0.0517,  0.0509])"
8151,sports,sport,bmx,"A cycle sport performed on BMX bikes, either in competitive BMX racing or freestyle BMX, or else in general on- or off-road recreation.","tensor([ 0.0143,  0.0106,  0.0120,  ...,  0.0057, -0.0722,  0.0728])"
8154,sports,sport,boules,"A group of games in which the objective is to throw or roll heavy balls as close as possible to a small target ball, also called pétanque, lyonnaise, bocce, or bocce volo.","tensor([ 0.0387, -0.0003,  0.0097,  ...,  0.0035, -0.0334,  0.0585])"
8155,sports,sport,bowling,A bowling. Please use sport=9pin or sport=10pin instead.,"tensor([ 0.0099, -0.0278,  0.0392,  ..., -0.0041, -0.0244,  0.0896])"
8156,sports,sport,bowls,Sport in which the objective is to roll biased balls so that they stop close to a smaller ball,"tensor([ 0.0366, -0.0119,  0.0227,  ...,  0.0092, -0.0334,  0.0554])"
8157,sports,sport,boxing,Boxing is a combat sport in which two people engage in a contest by throwing punches with gloved hands against each other.,"tensor([-0.0233,  0.0008,  0.0056,  ...,  0.0031, -0.0213,  0.0868])"
8162,sports,sport,canoe,Paddle propelled lightweight narrow boats.,"tensor([ 0.0038,  0.0069,  0.0224,  ...,  0.0162, -0.0517,  0.0709])"
8164,sports,sport,chess,Chess is a popular two-player strategy board game.,"tensor([ 0.0098, -0.0189,  0.0093,  ...,  0.0166, -0.0316,  0.0744])"
8166,sports,sport,cliff_diving,Non-competitive diving is jumping from a cliff or a rock into water.,"tensor([ 0.0285, -0.0225,  0.0359,  ...,  0.0383, -0.0542,  0.0628])"
8167,sports,sport,climbing,"Marks elements to represent natural climbing sites (climbing areas, sectors, crags, frozen waterfalls, etc.) or artificial climbs (climbing walls, indoor climbing halls, etc.)","tensor([ 0.0202,  0.0127,  0.0123,  ...,  0.0019, -0.0356,  0.0531])"
8168,sports,sport,climbing_adventure,"An adventure park, where people climb, walk or otherwise move on prebuilt wires and other objects.","tensor([ 0.0184,  0.0101, -0.0030,  ...,  0.0103, -0.0372,  0.0554])"
8170,sports,sport,cricket,"A bat-and-ball sport contested by two teams, usually of eleven players, each on a large grass Cricket pitch. Played on a large circular or oval-shaped grassy Cricket field ground.","tensor([ 0.0104,  0.0164,  0.0293,  ...,  0.0246, -0.0507,  0.0659])"
8172,sports,sport,croquet,"A sport or game that is played between two or more players embedded on a small grass playing court or pitch which involves hitting plastic or wooden balls with a mallet through hoops (often called ""wickets"" in the United States).","tensor([ 0.0124,  0.0140,  0.0190,  ...,  0.0184, -0.0481,  0.0554])"
8173,,sport,crossfit,"CrossFit, a branded fitness regimen","tensor([ 0.0100,  0.0119, -0.0093,  ...,  0.0054, -0.0186,  0.0590])"
8174,sports,sport,curling,A sport in which players slide stones on a sheet of ice towards a target area which is segmented into four concentric rings.,"tensor([ 0.0313, -0.0031, -0.0060,  ...,  0.0145, -0.0489,  0.0718])"
8177,sports,sport,cycling,"The use of bicycles for sport, also called bicycling, mountain biking or biking.","tensor([ 0.0195, -0.0023,  0.0194,  ...,  0.0117, -0.0678,  0.0666])"
8178,sports,sport,dance,Generic dance sport.,"tensor([ 0.0293,  0.0134, -0.0171,  ...,  0.0257, -0.0508,  0.0434])"
8180,sports,sport,darts,Darts is a form of throwing game in which small missiles are thrown at a circular target (dartboard) fixed to a wall.,"tensor([ 0.0455, -0.0025,  0.0250,  ..., -0.0073, -0.0209,  0.0560])"
8181,sports,sport,disc_golf,"Disc golf, also known as Frolf, Folf, Frisbee disc or frisbee golf, is a flying disc game, as well as a precision and accuracy sport, in which individual players throw a flying disc at a target.","tensor([ 0.0329, -0.0261,  0.0195,  ...,  0.0181, -0.0426,  0.0674])"
8182,sports,sport,diving,"water diving, jump from springboard or tower into pool","tensor([ 0.0138, -0.0412,  0.0396,  ...,  0.0222, -0.0608,  0.0759])"
8183,sports,sport,dog_agility,Dog agility is a dog sport in which a handler directs a dog through an obstacle course in a race for both time and accuracy.,"tensor([ 0.0302, -0.0162,  0.0015,  ...,  0.0202, -0.0322,  0.0612])"
8184,sports,sport,dog_racing,A feature used for dog racing,"tensor([ 0.0167, -0.0289,  0.0033,  ...,  0.0284, -0.0480,  0.0720])"
8186,sports,sport,equestrian,A sport practised with the horse as a partner; but for horse racing use tag:sport=horse_racing.,"tensor([ 0.0192, -0.0347, -0.0085,  ...,  0.0132, -0.0414,  0.0759])"
8187,sports,sport,fencing,"Fencing is the martial art of fighting with blades. Divided into three weapon categories: foil, sabre (spelled saber in the United States) and épée.","tensor([-0.0131, -0.0036, -0.0145,  ...,  0.0251, -0.0181,  0.0615])"
8188,sports,sport,field_hockey,A stick and ball game played on a rectangular court with goals at either end.,"tensor([ 0.0329, -0.0069,  0.0214,  ...,  0.0413, -0.0624,  0.0734])"
8189,sports,sport,fitness,To develop physical fitness,"tensor([ 0.0076, -0.0004,  0.0097,  ...,  0.0261, -0.0292,  0.0638])"
8193,,sport,football,A football (ambiguous tag),"tensor([ 0.0198, -0.0395,  0.0136,  ...,  0.0135, -0.0340,  0.0703])"
8195,,sport,four_square,A hand ball game played on a square court.,"tensor([ 0.0230, -0.0063, -0.0186,  ..., -0.0054, -0.0272,  0.0678])"
8196,sports,sport,free_flying,Provides a way to tag landing and takeoff for free flying aircraft with additional related amenities.,"tensor([ 0.0143, -0.0586,  0.0348,  ...,  0.0505, -0.0684,  0.0634])"
8198,sports,sport,futsal,Futsal is a sport played by two teams of five players on a rectangular court.,"tensor([ 0.0079, -0.0110,  0.0206,  ..., -0.0097, -0.0509,  0.0748])"
8200,sports,sport,gaelic_games,"Gaelic Games as played within the GAA in Ireland, including Gaelic Football, Hurling, Ladies Gaelic Football, Camogie, Handball and Rounders","tensor([ 0.0157, -0.0035,  0.0481,  ...,  0.0106, -0.0238,  0.0655])"
8201,sports,sport,gaga,"Gaga (or gaga ball) is a variant of dodgeball that is played in a gaga ""pit""","tensor([ 0.0266,  0.0049, -0.0018,  ...,  0.0245, -0.0228,  0.0481])"
8202,sports,sport,golf,A stick and ball game played from a 'tee' to a hole.,"tensor([ 0.0139, -0.0200,  0.0225,  ...,  0.0091, -0.0504,  0.0884])"
8203,,sport,gymnastics,Gymnastics,"tensor([ 0.0185, -0.0358,  0.0131,  ...,  0.0110, -0.0337,  0.0672])"
8204,sports,sport,handball,A team sport played with goals and a thrown ball using the hands.,"tensor([ 0.0233, -0.0264,  0.0256,  ...,  0.0023, -0.0304,  0.0681])"
8205,,sport,hapkido,A dynamic and highly eclectic Korean martial art,"tensor([ 0.0014, -0.0038,  0.0072,  ..., -0.0147, -0.0243,  0.0770])"
8207,,sport,hockey,"tag:sport=hockey is ambiguous, it most commonly means either sport=ice_hockey or sport=field_hockey","tensor([ 0.0258, -0.0390,  0.0129,  ...,  0.0288, -0.0495,  0.0844])"
8208,sports,sport,horse_racing,An equestrian sport in which several horses simultaneously race against each other.,"tensor([ 0.0023, -0.0300, -0.0025,  ...,  0.0038, -0.0460,  0.0738])"
8210,,sport,horseshoes,Throwing horseshoes at a peg target.,"tensor([ 0.0131, -0.0020,  0.0162,  ...,  0.0040, -0.0323,  0.0788])"
8211,sports,sport,ice_hockey,A ball and stick game played on an ice rink.,"tensor([ 0.0249, -0.0128,  0.0130,  ...,  0.0287, -0.0487,  0.0820])"
8212,sports,sport,ice_skating,A sport or pastime by moving on ice while using ice skates.,"tensor([ 0.0306, -0.0067, -0.0069,  ...,  0.0281, -0.0611,  0.0684])"
8215,sports,sport,judo,"Judo: a modern Japanese martial art, combat and Olympic sport.","tensor([ 0.0060, -0.0311,  0.0264,  ...,  0.0151, -0.0354,  0.0885])"
8216,sports,sport,karate,Karate – a Japanese system of fighting.,"tensor([-0.0078, -0.0059,  0.0022,  ...,  0.0176, -0.0245,  0.0760])"
8217,sports,sport,karting,A motorized race using small open four wheeled vehicles.,"tensor([ 0.0125, -0.0111,  0.0095,  ...,  0.0067, -0.0343,  0.0893])"
8219,sports,sport,kickboxing,Kickboxing is a group of stand-up combat sports based on kicking and punching.,"tensor([-0.0197, -0.0226,  0.0022,  ...,  0.0098, -0.0179,  0.0738])"
8220,,sport,kitesurfing,Property added to a sports facility to mark as used for kitesurfing.,"tensor([ 0.0448, -0.0380, -0.0056,  ...,  0.0044, -0.0407,  0.0747])"
8223,sports,sport,lacrosse,"A team sport played with a lacrosse stick and a lacrosse ball. Players use the head of the lacrosse stick to carry pass, catch, and shoot the ball into the goal.","tensor([ 0.0075, -0.0171,  0.0201,  ...,  0.0247, -0.0585,  0.0522])"
8224,,sport,laser_tag,Laser tag is a tag game played in an arena.,"tensor([-1.8206e-02, -2.0301e-02,  8.3732e-05,  ...,  2.2354e-02,
        -1.2122e-02,  4.3249e-02])"
8225,,sport,long_jump,An athletic discipline in which athletes attempt to leap as far as possible from a take off point,"tensor([ 0.0023, -0.0201,  0.0178,  ...,  0.0119, -0.0572,  0.0674])"
8226,,sport,martial_arts,Codified systems and traditions of combat practices,"tensor([-0.0048, -0.0014,  0.0036,  ...,  0.0165, -0.0211,  0.0622])"
8228,sports,sport,miniature_golf,"Miniature golf, also known as minigolf, mini-putt, crazy golf, or putt-putt, is an offshoot of the sport of golf focusing solely on the putting aspect of its parent game.","tensor([ 0.0179, -0.0244,  0.0228,  ..., -0.0023, -0.0349,  0.0875])"
8229,,sport,model_aerodrome,Where RC model aircraft are flown.,"tensor([-0.0066, -0.0090,  0.0361,  ...,  0.0029, -0.0562,  0.0881])"
8230,sports,sport,motocross,Motorcycle racing on unpaved surfaces.,"tensor([-0.0124, -0.0053,  0.0161,  ..., -0.0064, -0.0637,  0.0760])"
8231,sports,sport,motor,"Motorsport: a sport with motorised vehicles, e.g. car racing.","tensor([ 0.0007, -0.0172,  0.0275,  ..., -0.0077, -0.0364,  0.0899])"
8232,,sport,multi,"Property added to otherwise marked sports facility to indicate as suitable for more than one sport, without listing them","tensor([ 0.0275, -0.0262, -0.0092,  ...,  0.0035, -0.0226,  0.0539])"
8233,sports,sport,netball,A hand ball competition between two teams on a rectangular court.,"tensor([ 0.0154,  0.0004,  0.0112,  ...,  0.0051, -0.0412,  0.0398])"
8235,,sport,obstacle_course,"A series of challenging physical obstacles an individual or team must navigate, usually while being timed.","tensor([ 0.0170, -0.0043, -0.0182,  ...,  0.0170, -0.0149,  0.0565])"
8236,,sport,orienteering,Orienteering,"tensor([ 0.0184, -0.0178,  0.0173,  ...,  0.0120, -0.0377,  0.0561])"
8237,,sport,paddle_tennis,Paddle tennis is a racquet sport adapted from tennis and played for over a century.,"tensor([ 0.0139, -0.0022, -0.0053,  ..., -0.0007, -0.0528,  0.0641])"
8238,,sport,padel,"A racket sport played in pairs. It consists of bouncing the ball in the opponent's court, with the possibility of bouncing it off the walls.","tensor([ 0.0337,  0.0007, -0.0067,  ...,  0.0088, -0.0373,  0.0474])"
8239,sports,sport,paintball,A game in which players mark their opponents with colored paint capsules shot out of an air gun.,"tensor([-0.0054, -0.0010,  0.0096,  ...,  0.0114, -0.0456,  0.0565])"
8240,sports,sport,parachuting,Parachuting / Skydiving,"tensor([ 0.0519, -0.0174,  0.0097,  ...,  0.0210, -0.0512,  0.0596])"
8244,,sport,pelota,"Pelota, a variety of court sports played with a ball using one's hand, a racket, a wooden bat (pala), or a basket propulsor (txistera), against a wall or with two teams.","tensor([ 1.8092e-02,  2.7240e-02,  9.6883e-03,  ..., -2.9797e-05,
        -5.4580e-02,  6.4702e-02])"
8247,,sport,pickleball,"Pickleball, a tennis-like game played with a slower ball on a smaller court.","tensor([ 4.5682e-02, -4.3590e-05,  5.1456e-03,  ...,  1.1586e-02,
        -7.6490e-02,  5.2026e-02])"
8248,sports,sport,pilates,Pilates is a physical fitness system developed in the early 20th century by Joseph Pilates.,"tensor([ 0.0230, -0.0012,  0.0187,  ...,  0.0144, -0.0421,  0.0585])"
8249,sports,sport,pole_dance,"Pole dance as kind of sport, which combines dance and acrobatics centered around a vertical pole.","tensor([ 0.0292, -0.0092, -0.0154,  ...,  0.0365, -0.0446,  0.0314])"
8250,sports,sport,polo,A horseback mounted team sport.,"tensor([ 0.0156, -0.0251,  0.0059,  ...,  0.0287, -0.0542,  0.0453])"
8251,,sport,racquet,Racquetball is a racquet sport played with a hollow rubber ball,"tensor([ 0.0293, -0.0067,  0.0113,  ...,  0.0286, -0.0401,  0.0319])"
8252,,sport,rc_car,Model cars/trucks that are radio-controlled.,"tensor([-0.0141, -0.0091,  0.0105,  ...,  0.0152, -0.0621,  0.0945])"
8253,sports,sport,roller_hockey,Roller Hockey,"tensor([ 0.0173, -0.0260,  0.0065,  ...,  0.0136, -0.0665,  0.0774])"
8254,sports,sport,roller_skating,The travelling on surfaces with roller skates.,"tensor([ 0.0275, -0.0078, -0.0145,  ...,  0.0226, -0.0777,  0.0646])"
8255,,sport,rowing,Additional tag added on object to mark them as used for sport of rowing,"tensor([ 0.0148, -0.0493,  0.0020,  ..., -0.0043, -0.0759,  0.0680])"
8256,sports,sport,rugby,A hand and foot ball game played between two teams.,"tensor([ 0.0195, -0.0154,  0.0455,  ...,  0.0189, -0.0432,  0.0817])"
8257,sports,sport,rugby_league,A ball game using both feet and hands between two teams.,"tensor([ 0.0277, -0.0014,  0.0339,  ...,  0.0306, -0.0409,  0.0673])"
8258,sports,sport,rugby_union,A ball game using hands and feet between two teams.,"tensor([ 0.0234, -0.0130,  0.0437,  ...,  0.0242, -0.0548,  0.0813])"
